"","respondent_id","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_large_gatherings","behavioral_outside_home","doctor_recc_seasonal","child_under_6_months","health_worker","opinion_seas_vacc_effective","opinion_seas_risk","employment_industry_atmlpfrs","employment_industry_cfqqtusy","employment_industry_dotnnunm","employment_industry_haxffmxo","employment_industry_mfikgejo","employment_occupation_xgwztkwe"
"4675",4674,0.5,0,1,0,0,0,0,0.00192745697046838,3.1134242934855e-05,0.75,0,0,0,0,0,0,0
"4676",4675,0.5,0,1,0,0,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"4677",4676,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4678",4677,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"4679",4678,0.5,0,0.0587350814848597,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4680",4679,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4681",4680,1,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"4682",4681,0.5,0,0,0,0,0,1,0,0,0,0.25,0,1,0,0,0,0
"4683",4682,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4684",4683,0.5,0,0,0,1,0,0,0,0,0.75,1,1,0,0,0,0,0
"4685",4684,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4686",4685,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4687",4686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4688",4687,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4689",4688,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"4690",4689,1,0,1,1,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"4691",4690,0.5,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"4692",4691,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4693",4692,0.5,0,1,0,1,1,0,0,1,0.75,0.75,0,0,0,0,0,0
"4694",4693,0,0,1,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0
"4695",4694,1,0,1,0,0,0,1,1,1,0.75,0.75,0,0,0,0,0,0
"4696",4695,0.5,0,0.0260317736281514,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"4697",4696,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4698",4697,1,0,1,1,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4699",4698,0.5,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0
"4700",4699,1,0,1,0,1,1,1,0,0,0.25,0,0,0,0,0,0,0
"4701",4700,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
"4702",4701,1,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0
"4703",4702,1,0,1,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0
"4704",4703,1,0,1,1,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"4705",4704,0.5,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4706",4705,0.5,0,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0
"4707",4706,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4708",4707,1,0,0,0,0,1,0,0,0,0.25,0.75,0,0,0,0,0,0
"4709",4708,1,0,1,0,1,0,0.000598769529962453,0,0,1,1,0,0,0,0,0,0
"4710",4709,0.5,0,1,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0
"4711",4710,0.5,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"4712",4711,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4713",4712,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4714",4713,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4715",4714,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4716",4715,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"4717",4716,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"4718",4717,0.5,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4719",4718,0.5,0,1,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"4720",4719,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"4721",4720,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,1,0
"4722",4721,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4723",4722,0.5,0,1,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"4724",4723,0.5,0,1,0,1,0,1,0,1,0.75,0.25,0,0,0,0,0,0
"4725",4724,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,1,0,0,0
"4726",4725,0,0,1,0,1,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"4727",4726,1,0,1,0,1,1,0,0,0,0.75,0.75,0,1,0,0,0,0
"4728",4727,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"4729",4728,0.5,1,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4730",4729,0.5,0,1,0,0,1,0.00856576239654384,0,0,0.75,0.75,0,0,0,0,0,0
"4731",4730,0.5,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"4732",4731,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4733",4732,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4734",4733,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"4735",4734,0.5,0,1,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0
"4736",4735,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4737",4736,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"4738",4737,0.5,0,0,0,0,0,1,0.00885305728033586,0.00150356336040046,0.75,0.75,0,0,0,0,0,0
"4739",4738,1,0,1,0,0,0,1,0,0,0.5,0.75,0,0,0,0,0,0
"4740",4739,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4741",4740,0.5,0,1,0,1,1,0,0,0,1,0.5,0,0,0,0,0,0
"4742",4741,0.5,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"4743",4742,0.5,0,1,0,0,1,0,1,0,0.75,0.25,0,0,0,0,0,0
"4744",4743,0.5,0,1,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"4745",4744,0.5,0,0,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"4746",4745,0.5,0,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"4747",4746,0.5,1,1,0,1,1,1,0.00441882735795235,2.8150089945697e-05,0.25,0.25,0,0,0,0,0,0
"4748",4747,1,0,1,0,1,0,0,0,0,1,0.75,0,0,0,0,0,0
"4749",4748,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0
"4750",4749,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4751",4750,1,0,0,0,0,0,0,0,0,0.75,0.25,1,0,0,0,0,0
"4752",4751,0.5,0,1,0,1,1,1,1,0,1,0.75,0,0,0,0,0,0
"4753",4752,1,0,1,0,1,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"4754",4753,0.5,0,0,0,0,0,0,0,0,0.375673220980925,0.0229232529722735,0,0,0,0,0,0
"4755",4754,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4756",4755,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4757",4756,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4758",4757,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4759",4758,0.5,0,1,1,1,1,1,1,0,1,0.75,0,0,0,0,0,0
"4760",4759,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"4761",4760,1,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
"4762",4761,0.5,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"4763",4762,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4764",4763,0.5,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"4765",4764,0.5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"4766",4765,0,0,1,0,0,0,1,0.00546690246537481,2.67707043453806e-11,1,0,0,0,0,0,0,0
"4767",4766,0.5,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4768",4767,0.5,0,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"4769",4768,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"4770",4769,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"4771",4770,1,0,1,0,1,0,1,0,1,1,0.75,0,0,0,0,0,0
"4772",4771,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4773",4772,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4774",4773,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"4775",4774,0.5,0,1,0,1,1,0.000462805596309615,0,0,1,0.25,0,0,0,0,0,0
"4776",4775,1,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,1,1
"4777",4776,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
"4778",4777,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4779",4778,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4780",4779,0.5,0,1,0,1,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4781",4780,0.5,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"4782",4781,0.5,0,1,0,0,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"4783",4782,0.5,0,0,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"4784",4783,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"4785",4784,0.5,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"4786",4785,0.5,0,1,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"4787",4786,1,0,1,0,1,0,0,0,1,0.25,0.25,0,0,0,0,0,0
"4788",4787,0,1,1,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0
"4789",4788,1,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"4790",4789,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,1
"4791",4790,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"4792",4791,0.5,0,1,0,1,1,0.00144208056940496,0,0,0.75,0.5,0,0,0,0,0,0
"4793",4792,0.5,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4794",4793,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,1,0,0,0,0
"4795",4794,0.5,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"4796",4795,0.5,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4797",4796,0.5,1,1,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0
"4798",4797,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4799",4798,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"4800",4799,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4801",4800,1,0,1,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0
"4802",4801,0.5,0,1,0,1,0,0,0,0,1,0.75,0,0,0,0,0,0
"4803",4802,0,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4804",4803,1,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4805",4804,0.5,0,1,0,1,1,0,0,0,0.25,0.75,0,0,0,0,0,0
"4806",4805,0.5,0,0,0,0,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"4807",4806,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4808",4807,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4809",4808,0.5,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4810",4809,0.5,0,1,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0
"4811",4810,0.5,0,0,0,0,0,1,0,1,1,0.75,0,0,0,0,0,0
"4812",4811,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4813",4812,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4814",4813,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1
"4815",4814,1,0,1,0,0,0,0.00638758693260179,0,0,1,0,0,0,0,0,0,0
"4816",4815,0.5,0,1,0,0,0,1,0,1,0.75,0.75,0,0,0,0,0,0
"4817",4816,1,0,1,0,1,0,0,0,0,0.5,0.25,0,0,0,0,0,0
"4818",4817,0.5,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0
"4819",4818,1,0,1,0,0,0,0.000130524864592352,0,1,1,0.75,0,0,0,0,0,0
"4820",4819,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,1,0,0,0,0
"4821",4820,0.5,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"4822",4821,1,0,1,0,0,0,0,0,1,1,0.25,0,0,1,0,0,1
"4823",4822,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"4824",4823,0.5,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"4825",4824,0.5,0,0,0,0,0,1,0,0,0.75,0.75,1,0,0,0,0,0
"4826",4825,0,0,1,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"4827",4826,0.5,0,1,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"4828",4827,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"4829",4828,1,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"4830",4829,0.5,0,1,0,0,0,0.0010430320202499,0,1,0.25,0.75,0,0,0,0,0,0
"4831",4830,0.5,1,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"4832",4831,0.5,0,1,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0
"4833",4832,0.5,0,0,0,1,0,0,0,0,1,0.25,0,0,0,0,0,0
"4834",4833,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"4835",4834,0,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0
"4836",4835,0.5,0,1,0,0,0,1,0,0,0.75,1,0,0,0,0,0,0
"4837",4836,1,0,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0
"4838",4837,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4839",4838,1,0,1,0,0,1,1,1,1,0.75,0.75,0,0,0,0,0,0
"4840",4839,0.5,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,1,0
"4841",4840,1,0,0,0,0,0,0.000150042497383296,0,0,0.75,0.25,0,0,0,0,0,0
"4842",4841,1,0,1,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0
"4843",4842,0.5,0,0,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"4844",4843,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"4845",4844,1,0,1,0,0,1,1,0,0,1,0.25,0,0,0,0,0,0
"4846",4845,1,0,1,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0
"4847",4846,0.5,0,1,0,0,1,0,0,0,1,0.75,0,0,0,0,0,0
"4848",4847,1,0,1,0,0,0,0,1,1,1,0.75,0,0,0,0,0,0
"4849",4848,0.5,0,0,0,0,0,0.00426228123801578,0,0,0.75,0.25,0,0,0,0,0,0
"4850",4849,1,0,1,0,1,0,1,0,1,0.75,0.75,0,0,0,0,0,0
"4851",4850,0.5,0,1,0,1,0,0,0,0,1,0.25,0,0,0,0,0,1
"4852",4851,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4853",4852,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4854",4853,0,0,1,1,0,1,1,0,0,0.75,0,0,0,0,0,0,0
"4855",4854,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4856",4855,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4857",4856,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"4858",4857,1,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"4859",4858,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0
"4860",4859,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4861",4860,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4862",4861,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"4863",4862,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4864",4863,0.5,0.31034139644943,1,1,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4865",4864,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0
"4866",4865,1,0,1,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0
"4867",4866,0.5,0,1,1,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"4868",4867,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
"4869",4868,0.5,0,0,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"4870",4869,0.5,0,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0
"4871",4870,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4872",4871,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"4873",4872,0.5,0,1,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"4874",4873,0.5,0,1,0,1,0,1,1,0,0.75,0.75,0,0,0,0,0,0
"4875",4874,0.5,0,1,0,1,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"4876",4875,0,0,0,0,0,1,0,0,0,1,0.75,0,0,0,0,0,0
"4877",4876,1,0,1,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0
"4878",4877,0.5,0,1,0,0,0,1,1,0,1,0.75,0,0,0,0,0,0
"4879",4878,1,0,1,0,1,0,0,0,1,1,0.75,0,0,0,0,0,0
"4880",4879,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4881",4880,1,0,1,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0
"4882",4881,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4883",4882,1,0,1,0,0,1,1,0,0,1,0.75,0,0,0,0,0,0
"4884",4883,0.5,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4885",4884,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4886",4885,0,0,0,0,0,0,1,0,0,1,0.75,0,0,0,0,0,1
"4887",4886,1,0,0,0,0,0,0,1,0,0.5,0.25,0,0,0,0,1,0
"4888",4887,0,0,0,0,0,1,0,0.00419696919536493,3.64946951305457e-12,0.0749041572032566,0.00357858425700014,0,0,0,0,0,0
"4889",4888,0.5,0,0,0,0,0,0.00527233298215913,0,0,0.75,1,0,0,0,0,0,0
"4890",4889,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4891",4890,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4892",4891,1,0,1,1,0,0,0,1,1,0.75,1,0,0,0,0,0,0
"4893",4892,0.5,0,1,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"4894",4893,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4895",4894,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4896",4895,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4897",4896,0.5,0,1,0,0,1,0,0,0,0,0.75,0,0,0,0,0,0
"4898",4897,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4899",4898,0.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4900",4899,0,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4901",4900,1,0,1,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"4902",4901,0.5,0,0,0,0,0,1,1,0,0.75,0.25,0,0,0,0,0,0
"4903",4902,0,0,0,0,0,0,0,0.00711547406472559,0,0.75,0,0,0,0,0,0,0
"4904",4903,1,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0
"4905",4904,0.5,0,0,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4906",4905,0.5,0,0.0406499352920592,0,0,1,1,1,0,0.5,0.75,0,0,0,0,0,0
"4907",4906,1,0,0,0,0,0,1,0,0,0.75,0,0,0,0,0,0,0
"4908",4907,1,0,1,0,0,1,0,1,0,0.75,0,0,0,0,0,0,0
"4909",4908,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"4910",4909,1,0,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"4911",4910,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4912",4911,0.5,0,1,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0
"4913",4912,0,0,1,0,0,0,0.000267899944581851,0.00312669321298854,6.03310985304181e-07,0,0,0,0,0,0,0,0
"4914",4913,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4915",4914,0.0510283304830873,0,0,0,0,0,0,0,0,0.75,1,0,0,1,0,0,0
"4916",4915,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1
"4917",4916,0.5,0,1,0,1,1,0,0,0,1,0.5,0,0,0,0,0,0
"4918",4917,1,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"4919",4918,0.5,0,0.019238298487388,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4920",4919,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"4921",4920,0.5,0,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"4922",4921,0,1,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"4923",4922,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4924",4923,1,0,1,0,0,1,0,0,1,1,0.75,0,0,0,0,0,0
"4925",4924,0.5,0,1,0,1,1,1,0,1,0.75,0.25,0,0,0,0,0,0
"4926",4925,1,0,1,1,1,1,0,0.00272397544383204,2.57739929123569e-05,0.101772315894859,0.0319184138390374,0,0,0,0,0,0
"4927",4926,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4928",4927,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"4929",4928,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"4930",4929,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"4931",4930,1,0,1,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0
"4932",4931,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"4933",4932,0.5,0,1,0,0,0,0,1,0,0.75,0.75,0,0,0,0,0,0
"4934",4933,0.5,0,1,0,1,0.00228100375056916,0,0,0,0.75,0.25,0,0,0,0,0,0
"4935",4934,1,0,0,0,1,0,0,0.00636065162377156,0.00389417951739062,0.368695696702103,0.0553914925176688,0,0,0,0,0,0
"4936",4935,1,0,1,0,0,1,0,0,0,0,0.75,0,0,0,0,0,0
"4937",4936,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4938",4937,0.5,0,1,1,1,0,0,0,0,1,0.25,0,0,0,0,0,0
"4939",4938,0.5,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,1,0
"4940",4939,1,0,0,0,0,0,0,1,1,0.75,0.25,0,0,0,0,0,0
"4941",4940,1,0,1,0,0,0,0.00890736431477111,0,0,0.75,0.5,0,0,0,0,0,0
"4942",4941,1,0,1,0,0,0,0,1,0,1,0.75,0,0,0,0,0,0
"4943",4942,0.5,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4944",4943,0.5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"4945",4944,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"4946",4945,1,0,0,0,0,0,0.00542798487897406,0,0,0,0.75,0,0,0,0,0,0
"4947",4946,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"4948",4947,0.5,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"4949",4948,0.5,0,0,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"4950",4949,0.5,0,0,0,1,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"4951",4950,0.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4952",4951,0.5,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0
"4953",4952,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4954",4953,0.5,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0
"4955",4954,1,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"4956",4955,1,0,1,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0
"4957",4956,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,1,0,0,0,0
"4958",4957,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"4959",4958,1,0,0,0,0,0,1,1,0,0.75,0.25,0,0,0,0,0,0
"4960",4959,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"4961",4960,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"4962",4961,0.5,0,1,0,1,0,1,0,0,1,0.25,0,0,0,0,0,0
"4963",4962,1,0,1,0,1,1,0,1,0,1,0.75,0,0,0,0,0,0
"4964",4963,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4965",4964,0.5,0,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"4966",4965,0.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4967",4966,0.5,1,1,0,1,0,0,1,1,0.75,0.25,0,0,0,0,0,0
"4968",4967,1,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"4969",4968,1,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"4970",4969,0.5,0,1,0,0,1,1,0,0,1,0.25,0,0,0,0,0,0
"4971",4970,0.5,0,1,0,0,0,0,0.00701497499528543,1.78950603622102e-05,1,0,0,0,0,0,0,0
"4972",4971,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"4973",4972,0,0,1,0,1,1,0,0,1,0.5,0,0,0,0,0,0,0
"4974",4973,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0
"4975",4974,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"4976",4975,0.5,0,1,0,0,1,1,0,0,1,0.75,0,0,0,0,0,0
